COMPANY_ID,ASX_TICKER,COMPANY_NAME,GICS_SECTOR,GICS_INDUSTRY,MARKET_CAP_AUD,HQ_CITY,HQ_COUNTRY,EMPLOYEE_COUNT,WEBSITE_URL,CAREERS_URL,IR_URL,BLOG_URL,GOVERNANCE_URL,ANNUAL_REPORT_URL
c720a08135128ece,ASB.AX,Austal,Industrials,,,,AU,,https://austal.com.au/,https://austal.com.au/careers,https://austal.com.au/investors,https://austal.com.au/blog,https://austal.com.au/governance,https://austal.com.au/investors
39a8768f58073698,ASK.AX,Abacus Storage King,Real Estate,,,,AU,,https://spend.emburse.com/login,https://spend.emburse.com/login/careers,https://spend.emburse.com/login/investors,https://spend.emburse.com/login/blog,https://spend.emburse.com/login/governance,https://spend.emburse.com/login/investors
a86c8a00c069b925,ASX.AX,ASX,Financials,,,,AU,,https://www.asx.com.au/,https://www.asx.com.au/careers,https://www.asx.com.au/investors,https://www.asx.com.au/blog,https://www.asx.com.au/governance,https://www.asx.com.au/investors
bc78fdc890af4805,AUB.AX,AUB Group,Financials,,,,AU,,https://aub.com.au/,https://aub.com.au/careers,https://aub.com.au/investors,https://aub.com.au/blog,https://aub.com.au/governance,https://aub.com.au/investors
fe5eca61920459c8,AZJ.AX,Aurizon,Industrials,,,,AU,,https://www.aurizon.com.au/,https://www.aurizon.com.au/careers,https://www.aurizon.com.au/investors,https://www.aurizon.com.au/blog,https://www.aurizon.com.au/governance,https://www.aurizon.com.au/investors
2f0553982fdeb450,BEN.AX,Bendigo & Adelaide Bank,Financials,,,,AU,,https://www.bendigo.com.au/,https://www.bendigo.com.au/careers,https://www.bendigo.com.au/investors,https://www.bendigo.com.au/blog,https://www.bendigo.com.au/governance,https://www.bendigo.com.au/investors
e9a289f38c07e283,BFL.AX,BSP Financial Group,Financials,,,,AU,,,,,,,
dc62ae3f29e93db4,BGA.AX,Bega Cheese,Consumer Staples,,,,AU,,https://www.bega.com/en/,https://www.bega.com/en/careers,https://www.bega.com/en/investors,https://www.bega.com/en/blog,https://www.bega.com/en/governance,https://www.bega.com/en/investors
16f44843b7615002,BGL.AX,Bellevue Gold,Materials,,,,AU,,https://www.bellevue.com/,https://www.bellevue.com/careers,https://www.bellevue.com/investors,https://www.bellevue.com/blog,https://www.bellevue.com/governance,https://www.bellevue.com/investors
f8d40375a26598b8,BOQ.AX,Bank of Queensland,Financials,,,,AU,,,,,,,
7ee52fd06a3f2181,BPT.AX,Beach Energy,Energy,,,,AU,,https://www.beach.com/,https://www.beach.com/careers,https://www.beach.com/investors,https://www.beach.com/blog,https://www.beach.com/governance,https://www.beach.com/investors
